symbol,github,langs,contributors,tags
ZEC,https://github.com/zcash/zcash,"C++, Python, C, Rust, Shell, M4","https://github.com/laanwj, https://github.com/nuttycom, https://github.com/gavinandresen, https://github.com/daira, https://github.com/non-github-bitcoin, https://github.com/luke-jr, https://github.com/TheBlueMatt, https://github.com/fanquake, https://github.com/gmaxwell, https://github.com/LarryRuane, https://github.com/softminus, https://github.com/cozz, https://github.com/morcos, https://github.com/pstratem, https://github.com/practicalswift, https://github.com/muggenhor, https://github.com/dongcarl, https://github.com/jnewbery, https://github.com/nejucomo, https://github.com/leto, https://github.com/dooglus, https://github.com/syd0, https://github.com/sdkfjlsfjlskdfjlsdjflsjf, https://github.com/kazcw, https://github.com/per-gron, https://github.com/ENikS, https://github.com/dexX7, https://github.com/JeremyRubin, https://github.com/casey, https://github.com/zancas, https://github.com/wizeman, https://github.com/roques, https://github.com/joshtriplett, https://github.com/jamesob, https://github.com/benzcash, https://github.com/jordanlewis, https://github.com/sinetek, https://github.com/kallewoof, https://github.com/mrbandrews, https://github.com/forrestv, https://github.com/freewil, https://github.com/recursive-rat4, https://github.com/Matoking, https://github.com/JoelKatz, https://github.com/ryanofsky, https://github.com/jrmithdobbs, https://github.com/radix42, https://github.com/schildbach, https://github.com/EthanHeilman, https://github.com/Michagogo, https://github.com/str4d, https://github.com/sipa, https://github.com/bitcartel, https://github.com/ebfull, https://github.com/theuni, https://github.com/sellout, https://github.com/jonasschnelli, https://github.com/defuse, https://github.com/oxarbitrage, https://github.com/therealyingtong, https://github.com/jtimon, https://github.com/petertodd, https://github.com/sdaftuar, https://github.com/paveljanik, https://github.com/rex4539, https://github.com/ageis, https://github.com/CodeShark, https://github.com/rebroad, https://github.com/sandakersmann, https://github.com/domob1812, https://github.com/furszy, https://github.com/charlieok, https://github.com/super3, https://github.com/kdomanski, https://github.com/mdr0id, https://github.com/dgenr8, https://github.com/arielgabizon, https://github.com/teor2345, https://github.com/wtogami, https://github.com/codler, https://github.com/nomnombtc, https://github.com/promag, https://github.com/ajweiss, https://github.com/hebasto, https://github.com/jmcorgan, https://github.com/kozyilmaz, https://github.com/maaku, https://github.com/centromere, https://github.com/sje397, https://github.com/dcousens, https://github.com/ken2812221, https://github.com/runeksvendsen, https://github.com/dertin, https://github.com/ashleyholman, https://github.com/zw, https://github.com/p2k, https://github.com/harding, https://github.com/OttoAllmendinger, https://github.com/vegard, https://github.com/instagibbs","PoW, Equihash, Privacy, Zero Knowledge Proofs, BoostVC Portfolio, DCG Portfolio, Electric Capital Portfolio, Fenbushi Capital Portfolio, Hashkey Capital Portfolio, Winklevoss Capital Portfolio, Placeholder Ventures Portfolio, Pantera Capital Portfolio, Medium of Exchange, Mineable, Binance Chain, BNB Chain"
CSPR,https://github.com/casper-network/,,,"Arrington XRP Capital Portfolio, Hashkey Capital Portfolio, OKEx Blockdream Ventures Portfolio, Enterprise Solutions, Web3, PoS, POS 3.0, Platform, Smart Contracts, DApp, Draper Venture Network Portfolio"
SUI,https://github.com/MystenLabs,,,"Binance Launchpool, Coinbase Ventures Portfolio, Binance Labs Portfolio, Electric Capital Portfolio, a16z Portfolio, Layer 1"
HT,unknown,,,"Centralized Exchange (CEX) Token, Discount Token, Kenetic Capital Portfolio, Alameda Research Portfolio, Multicoin Capital Portfolio, Marketplace, Payments, Algorand Ecosystem"
BTT,https://github.com/bittorrent,,,"Platform, Interoperability, Staking, Storage, Binance Launchpad, Binance Labs Portfolio, SEC Security Token, Alleged SEC Securities, Distributed Computing, Filesharing, Web3, TRON Ecosystem, BNB Chain"
CRV,https://github.com/curvefi/curve-contract,"Python, Solidity","https://github.com/michwill, https://github.com/skellet0r, https://github.com/fubuloubu, https://github.com/acryptosx, https://github.com/iamdefinitelyahuman, https://github.com/samwerner, https://github.com/pengiundev, https://github.com/agureevroman, https://github.com/JamesLefrere","Decentralized Exchange (DEX) Token, DeFi, DAO, Yield Farming, AMM, Governance, Framework Ventures Portfolio, Alameda Research Portfolio, DWF Labs Portfolio, Polygon Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Optimism Ecosystem"
CFX,https://github.com/Conflux-Chain,,,"PoW, Hybrid - PoW & DPoS, Platform, Collectibles & NFTs, DeFi, Smart Contracts, Staking, Huobi Capital Portfolio, DWF Labs Portfolio, Payments, Research, Web3, Mineable, Injective Ecosystem, BNB Chain, Hybrid - PoW & PoS"
MINA,https://github.com/MinaProtocol/mina,"OCaml, Go, Reason, Rust, Shell, Standard ML","https://github.com/psteckler, https://github.com/mitschabaude, https://github.com/deepthiskumar, https://github.com/QuiteStochastic, https://github.com/O1ahmad, https://github.com/MartinMinkov, https://github.com/jspada, https://github.com/georgeee, https://github.com/Schmavery, https://github.com/emberian, https://github.com/jkrauska, https://github.com/figitaki, https://github.com/Firobe, https://github.com/joaosreis, https://github.com/dannywillems, https://github.com/Trivo25, https://github.com/o1pranay, https://github.com/ejMina226, https://github.com/shimkiv, https://github.com/stevenplatt, https://github.com/AryehAlexander, https://github.com/fabrizio-m, https://github.com/kaozenn, https://github.com/barriebyron, https://github.com/mobileink, https://github.com/joseandro, https://github.com/arijitAD, https://github.com/vanishreerao, https://github.com/binier, https://github.com/Fitblip, https://github.com/apps/dependabot, https://github.com/pkrasam, https://github.com/o1christine, https://github.com/kobigurk, https://github.com/LukasGerm, https://github.com/dangdennis, https://github.com/amc-ie, https://github.com/jjangg96, https://github.com/milkey-mouse, https://github.com/banteg, https://github.com/cbrown330, https://github.com/ValarDragon, https://github.com/acoglio, https://github.com/mrmr1993, https://github.com/bkase, https://github.com/lk86, https://github.com/imeckler, https://github.com/nholland94, https://github.com/ghost-not-in-the-shell, https://github.com/michellewong793, https://github.com/mimoo, https://github.com/wu-s-john, https://github.com/rbonichon, https://github.com/ylecornec, https://github.com/Sventimir, https://github.com/querolita, https://github.com/balsoft, https://github.com/enolan, https://github.com/es92, https://github.com/omerzach, https://github.com/ebresafegaga, https://github.com/yourbuddyconner, https://github.com/noot, https://github.com/tizoc, https://github.com/yorickvP, https://github.com/A-Manning, https://github.com/gltrost, https://github.com/Kida007, https://github.com/Smorci, https://github.com/garethtdavies, https://github.com/dkijania, https://github.com/o1brad, https://github.com/simisimis, https://github.com/akattis, https://github.com/bijanshahrokhi, https://github.com/jackryanservia, https://github.com/rahulmutt, https://github.com/vanarasiantonyswamy, https://github.com/apps/mergify, https://github.com/jasongitmail, https://github.com/jackpaparian, https://github.com/afmsavage, https://github.com/rbkhmrcr, https://github.com/vitaliel, https://github.com/basicbang0x, https://github.com/bryanhonof, https://github.com/ATheCoder","PoS, Zero Knowledge Proofs, Staking, Coinbase Ventures Portfolio, Three Arrows Capital Portfolio, Polychain Capital Portfolio"
T,https://github.com/threshold-network,,,
ICX,https://github.com/icon-project,,,"Platform, Interoperability, Smart Contracts, Kenetic Capital Portfolio, Pantera Capital Portfolio, Enterprise Solutions, DPoS, DeFi, Cross-Chain"
KSM,https://github.com/kusamanetwork,,,"Substrate, CMS Holdings Portfolio, Kenetic Capital Portfolio, 1Confirmation Portfolio, VBC Ventures Portfolio, Polkadot Ecosystem"
SC,https://github.com/SiaFoundation,,,"PoW, Blake2b, Platform, Storage, DragonFly Capital Portfolio, Fenbushi Capital Portfolio, Paradigm Portfolio, Distributed Computing, Filesharing, Web3, Mineable, Near Protocol Ecosystem, Privacy, Wallet, Opensource"
WLD,https://github.com/worldcoin,,,"Privacy, Zero Knowledge Proofs, Governance, Blockchain Capital Portfolio, a16z Portfolio, Token, Identity, Ethereum Ecosystem, Optimism Ecosystem"
SXP,https://github.com/Solar-network,,,"DeFi, Wallet, Binance Labs Portfolio, Alameda Research Portfolio, Medium of Exchange, Payments, BNB Chain, DPoS, Platform, IoT, Smart Contracts, Staking, Metaverse, Web3"
LUNA,https://github.com/terra-money/core,,,
ILV,unknown,,,"Collectibles & NFTs, DAO, Metaverse, Play To Earn, Gaming"
HIVE,https://github.com/openhive-network/hive,"C++, Python, C, CMake, HTML, Shell","https://github.com/Mariusz-Trela, https://github.com/theoreticalbts, https://github.com/sgerbino, https://github.com/raidgar98, https://github.com/jredbeard, https://github.com/PiotrBatko-BlockchainWares, https://github.com/mzebrak, https://github.com/m-ickiewicz, https://github.com/NateBrune, https://github.com/wkedzierski, https://github.com/TimCliff, https://github.com/syvb, https://github.com/rajatsteemit, https://github.com/wkedz, https://github.com/piem, https://github.com/joticajulian, https://github.com/youkaicountry, https://github.com/relativityboy, https://github.com/mejustandrew, https://github.com/netuoso, https://github.com/ScottSallinen, https://github.com/Netherdrake, https://github.com/pmconrad, https://github.com/feruzm, https://github.com/fernandosoder, https://github.com/MatusKysel, https://github.com/crokkon, https://github.com/VIM-Arcange, https://github.com/jaeykim, https://github.com/frogg, https://github.com/rahulsps, https://github.com/moisespr123, https://github.com/uberlance, https://github.com/aaroncox, https://github.com/fxnormaluser, https://github.com/Xeldal, https://github.com/Pygmalion69, https://github.com/miketwenty1, https://github.com/pharesim, https://github.com/mvandeberg, https://github.com/vogel76, https://github.com/mtyszczak, https://github.com/revflash, https://github.com/emfrias, https://github.com/Gandalf-the-Grey, https://github.com/Kiwonik, https://github.com/dnotestein, https://github.com/mkochanowicz, https://github.com/drov0, https://github.com/abitmore, https://github.com/sneak, https://github.com/bytemaster, https://github.com/arhag, https://github.com/roadscape, https://github.com/swiszczoo, https://github.com/dkedzierski, https://github.com/jnordberg, https://github.com/economicstudio, https://github.com/nathanielhourt, https://github.com/roelandp, https://github.com/therealwolf42, https://github.com/plink01001, https://github.com/ausbitbank, https://github.com/mcfarhat, https://github.com/TerenceTheSpider, https://github.com/Someguy123, https://github.com/Jolly-Pirate, https://github.com/younseunghyun, https://github.com/jakjothi, https://github.com/nafest, https://github.com/bennierex, https://github.com/lustrousgorilla, https://github.com/PixelNoob, https://github.com/liondani, https://github.com/thebitcoiner, https://github.com/Alex-GR, https://github.com/ripexz, https://github.com/btscube","DPoS, Scaling, Media, Content Creation, Web3"
ZRX,https://github.com/0xProject,,,"Platform, Decentralized Exchange (DEX) Token, DeFi, Scaling, DAO, Substrate, Polychain Capital Portfolio, Governance, Blockchain Capital Portfolio, BoostVC Portfolio, Fabric Ventures Portfolio, Kenetic Capital Portfolio, Placeholder Ventures Portfolio, Pantera Capital Portfolio, Celsius Bankruptcy Estate, Polkadot, Polkadot Ecosystem"
ETHW,https://github.com/ethereumpow,,,"PoW, Ethash, Platform, Smart Contracts, Opensource, EthereumPoW Ecosystem"
ONT,https://github.com/ontio,,,"Metaverse, Huobi Capital Portfolio, Enterprise Solutions, Identity, Web3, Fantom Ecosystem, Near Protocol Ecosystem, BNB Chain"
SSV,https://github.com/bloxapp/ssv-web,"TypeScript, JavaScript",,"Platform, DeFi, Staking, DAO"
GLMR,https://github.com/PureStake/moonbeam,"TypeScript, Rust, Solidity, Shell, Handlebars, Dockerfile","https://github.com/librelois, https://github.com/JoshOrndorff, https://github.com/4meta5, https://github.com/nanocryk, https://github.com/joelamouche, https://github.com/Agusrodri, https://github.com/albertov19, https://github.com/TheQuantumPhysicist, https://github.com/apps/github-actions, https://github.com/rimbi, https://github.com/sea212, https://github.com/koushiro, https://github.com/aaron2048, https://github.com/dt665m, https://github.com/ahmadkaouk, https://github.com/conr2d, https://github.com/Garandor, https://github.com/davxy, https://github.com/TarekkMA, https://github.com/WarFollowsMe, https://github.com/crystalin, https://github.com/tgmichel, https://github.com/girazoki, https://github.com/notlesh, https://github.com/nbaztec, https://github.com/timbrinded, https://github.com/mario-sangar, https://github.com/fgamundi, https://github.com/tmpolaczyk, https://github.com/purestakeoskar, https://github.com/boundless-forest, https://github.com/dtyoo, https://github.com/hyd628, https://github.com/apopiak, https://github.com/apps/dependabot, https://github.com/grw-ms, https://github.com/jiguantong, https://github.com/intendednull, https://github.com/hoonsubin, https://github.com/silviugae, https://github.com/DmitriyKurto","Smart Contracts, Substrate, Binance Labs Portfolio, Arrington XRP Capital Portfolio, Polkadot, Polkadot Ecosystem, Injective Ecosystem"
IOST,unknown,,,
BAND,https://github.com/bandprotocol,,,"DeFi, Oracles, Binance Launchpad, Binance Labs Portfolio, Spartan Group, Web3, Cosmos Ecosystem, Binance Chain, Solana Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Near Protocol Ecosystem, Injective Ecosystem, BNB Chain"
BICO,https://github.com/bcnmy,,,"Platform, Interoperability, Coinbase Ventures Portfolio, Binance Labs Portfolio, Fenbushi Capital Portfolio, MVB"
ONE,https://github.com/harmony-one,,,"Platform, Scaling, Smart Contracts, Binance Launchpad, Binance Labs Portfolio, Hashkey Capital Portfolio, Enterprise Solutions, Harmony Ecosystem, Injective Ecosystem, BNB Chain"
WAXP,https://github.com/worldwide-asset-exchange/,,,"Collectibles & NFTs, Metaverse, Galaxy Digital Portfolio, Kenetic Capital Portfolio, Play To Earn, OKEx Blockdream Ventures Portfolio, Media, Gaming, Entertainment, Payments, Platform, DeFi, Scaling, Smart Contracts, Wallet"
SUSHI,https://github.com/sushiswap/sushiswap,"TypeScript, Solidity",,"Collectibles & NFTs, Decentralized Exchange (DEX) Token, DeFi, DAO, Yield Farming, AMM, Yearn Partnerships, Governance, Metaverse, Blockchain Capital Portfolio, DeFiance Capital Portfolio, Alameda Research Portfolio, Pantera Capital Portfolio, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Harmony Ecosystem, Injective Ecosystem, BNB Chain"
AXL,https://github.com/axelarnetwork,,,"Interoperability, Coinbase Ventures Portfolio, Polychain Capital Portfolio, Binance Labs Portfolio, Galaxy Digital Portfolio, SEI Ecosystem, Ethereum Ecosystem, Base Ecosystem, DPoS, PoS, Platform, Cosmos Ecosystem, Store Of Value, Enterprise Solutions, Distributed Computing, BNB Smart Chain, Polkadot Ecosystem, Avalanche Ecosystem, DragonFly Capital Portfolio, Polygon Ecosystem, Fantom Ecosystem, Terra Ecosystem, Web3, Arbitrum Ecosystem, Cross-Chain, BNB Chain, Moonbeam Ecosystem"
IOTX,https://github.com/iotexproject/iotex-core,"Go, Solidity",,"Platform, Hashkey Capital Portfolio, Kenetic Capital Portfolio, IoT, IoTeX Ecosystem, BNB Chain, Decentralized Exchange (DEX) Token, DeFi, Smart Contracts, Wallet, DEX, Metaverse, Play To Earn, Token, PoS+, DeFi 2.0"
MAGIC,https://github.com/TreasureProject/,,,"Metaverse, Gaming, Arbitrum Ecosystem, Collectibles & NFTs, DAO, Ethereum Ecosystem, Layer 2, Web3"
MC,unknown,,,"Binance Launchpool, Governance, Play To Earn, Token, Gaming Guild, Spartan Group, DWF Labs Portfolio, Gaming"
USTC,https://github.com/terra-project,,,"Stablecoin, Algorithmic Stablecoin, Seigniorage, USD Stablecoin, Alleged SEC Securities, Cosmos Ecosystem, Terra Ecosystem, Injective Ecosystem, BNB Chain"
KDA,https://github.com/kadena-io/chainweb-node,,"https://github.com/fosskers, https://github.com/mightybyte, https://github.com/slpopejoy, https://github.com/edmundnoble, https://github.com/sirlensalot, https://github.com/chessai, https://github.com/jmcardon, https://github.com/cgibbard, https://github.com/mercadoa, https://github.com/alexfmpe, https://github.com/eskimor, https://github.com/LabMember-001, https://github.com/trendzetter, https://github.com/giantimi, https://github.com/tomsmalley, https://github.com/larskuhtz, https://github.com/marklnichols, https://github.com/emmanueldenloye, https://github.com/emilypi, https://github.com/gregorycollins, https://github.com/LindaOrtega, https://github.com/jwiegley, https://github.com/enobayram, https://github.com/ak3n, https://github.com/DevopsGoth, https://github.com/imalsogreg, https://github.com/taylorrolfe, https://github.com/jmininger, https://github.com/bjing, https://github.com/coolio-coder, https://github.com/ggobugi27","PoW, Blake2S, Platform, Smart Contracts, Coinfund Portfolio, Multicoin Capital Portfolio, Layer 1, Kadena Ecosystem, Web3, Mineable, DeFi, Scaling"
UNIBOT,unknown,,,
BORA,unknown,,,
CKB,https://github.com/nervosnetwork,,,"PoW, Platform, Collectibles & NFTs, DeFi, Interoperability, Scaling, Smart Contracts, DAO, Polychain Capital Portfolio, Rollups, Blockchain Capital Portfolio, CMS Holdings Portfolio, DragonFly Capital Portfolio, Electric Capital Portfolio, Hashkey Capital Portfolio, Huobi Capital Portfolio, 1Confirmation Portfolio, Multicoin Capital Portfolio, Research, Web3, Mineable"
DGB,https://github.com/DigiByte-Core,,,"PoW, Multiple algorithms, Collectibles & NFTs, Medium of Exchange, IoT, Payments, Mineable"
STG,unknown,,,"Cross-Chain, Ethereum Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Optimism Ecosystem"
